,text,link,comments,likes,reposts,date,time,day_week
209,"""Когда позируешь Валентину Александровичу"" 30х30 см 2021 г. По мотивам работы В.А.Серова "" Портрет Г.Л. Гиршман. 1904. Картон; гуашь.""",https://sun1-84.userapi.com/impg/dny54emaeepbXIg-sa8WfttA0ffM2_S4WcTiXQ/lCFHOt7Eb64.jpg?size=2348x2316&quality=95&sign=6b188fc7f257e8392a816945dc77ebe7&c_uniq_tag=D7hjtAB8tO3DZtb8-FHBL41wltNybgnUH2YX9pK6sdw&type=album,5,195,19,2021-11-01,2021-11-01 16:31:00,Monday
210,Пост от подписчика.  Художник / Иван Малкин Психанул (х/м; 50х70; 2019),https://sun1-84.userapi.com/impg/xhWPt0TO9g2tKBemtVRNLqDd3l_a87EB5d4_uA/RSpAWgC8kS4.jpg?size=1920x1380&quality=96&sign=6dc9448490ea4cdc7aecd6901b72c2e0&c_uniq_tag=gQegsJACYjjMFEw2tB2bKQ9cx9xaexdf17hFQeLg4oo&type=album,3,335,29,2021-11-01,2021-11-01 14:31:00,Monday
211,"Очаровательные иллюстрации пожилой художницы из Пенсильвании Вики Сойер. «Я выросла в очаровательном доме 1850 года; недалеко от Питтсбурга. Дедушка; который обрабатывал землю и выращивал цыплят; научил меня определять растения во время наших совместных походов на природу. Мама учила рисовать; а любовь тца к птицам положила начало пожизненному интересу к необъятной красоте птичьего и животного мира "".   Карьера Вики началась с обучения в Университете штата Пенсильвания; которая привела к работе в сфере графического дизайна; создания кукол ручной работы и профессиональной росписи стен. Этот опыт привел Вики к холстам пятнадцать лет назад и ознаменовал начало ее обширной карьеры художника с более чем 2500 работами.",https://sun1-89.userapi.com/impg/IPjQB4sNQnR1LmAINXZodFr0RAHYE_PwvZPxaw/vDClIdYqNy0.jpg?size=1004x1300&quality=96&sign=a471edef3b9aae102e73948ecd75d044&c_uniq_tag=LNisvSXcbcHVOp2XbiJkyi3bUiMjRkm9OiTcdw_DX8M&type=album,6,386,163,2021-11-01,2021-11-01 12:23:00,Monday
212,Норманд Лемей и Гризельда Састравината-Лемей - муж и жена; которые в настоящее время работают аниматорами в студии Walt Disney Animation Studio. В подборке в основном работы Норманда.,https://sun1-94.userapi.com/impg/s1kNM_N7ror7iqDY88S5pABZ773J2AFrQa7Hqg/mawUhTuqVYk.jpg?size=500x625&quality=96&sign=5b8661a5f4018f7960f27a41a4588796&c_uniq_tag=8-VAAT04v3F8AI4qWh_IrNG-1WCYMIGaTGXGCeJ8EpI&type=album,4,633,207,2021-11-01,2021-11-01 10:23:00,Monday
213,«Анастасия» 14 ноября 1997 г. «Титаник» 17 декабря 1997 г. Совпадение; отсылка или референс ?,https://sun1-84.userapi.com/impg/ob1sIaV7Upgxrl_jWK7FemHDRAKgQxpFvoXV7A/yw0Mmlwk_To.jpg?size=559x398&quality=96&sign=51d7d5c5ab6e64b9a61446f68996d3d0&c_uniq_tag=PmXLk3MCoAMfBCVPZI_tTBeOJh9gwT6_B4GpAFws9lo&type=album,52,1313,274,2021-10-31,2021-10-31 23:31:00,Sunday
214,Бытовые этюды Юцин Ван.,https://sun1-98.userapi.com/impg/W2PELzD6gzBercLktVfoPN3OdEVUYYhVYptEyQ/vlxtfuFjw_Q.jpg?size=1000x750&quality=96&sign=2d51790fda9497f66d852af532aaf982&c_uniq_tag=Lnhrw6ZxCZ3yHxc_FQNBL1qyy0DN9uvpsQ7HyO3Hw5I&type=album,13,817,171,2021-10-31,2021-10-31 20:01:00,Sunday
215,Эсао Эндрюс создает сюрреалистические фигуративные и пейзажные картины. Специализируясь на готике и гротеске; Эндрюс выпускал проекты для DC Comics (в сотрудничестве с Тарой Макферсон ).,https://sun1-57.userapi.com/impg/EjrcYhaZCDgQhrm3eyMJ6Vt-O2aKffK7PQ2bcg/PVQ7kzuXAMo.jpg?size=1000x1252&quality=96&sign=fca6e399eab7f8bfe3c36ffec8d97e3b&c_uniq_tag=kv_EG55kgpP367-iSQHO6UvX013b0iiXqvU1Bvf94iE&type=album,2,144,20,2021-10-31,2021-10-31 18:23:00,Sunday
216,Хироши Фуруёси родился в 1959 году в Хиросиме. Детство Хироши прошло в семейном магазине в окружении антиквариата и искусства; вероятно именно поэтому он создает такие атмосферные и детальные работы.,https://sun1-85.userapi.com/impg/NBZc69IECUrc4z764KRra0sKceAOH865WUaq7w/TfZoBDRrgpY.jpg?size=1287x2160&quality=96&sign=ea5627c50d665bbbf6d918461406d21f&c_uniq_tag=-wxuKU_OvN1SEMNJZJ5xUPPFMZ7OE-L8UjVRaAlsGCo&type=album,6,299,52,2021-10-31,2021-10-31 17:05:00,Sunday
217,Идеи для фэнтезийного декора. Изготавливается очень просто. Потребуется банка; вырезанный силуэт и подсветка. Интересно будет сделать с детьми или просто украсить комнату.,https://sun1-27.userapi.com/impg/Ga3idiVb3xHVW5VcpiSRwNjVS_L_r9NjC0X59g/2zgFgso5oOM.jpg?size=563x851&quality=96&sign=b1895f5e1d74157795333ea34dfcd998&c_uniq_tag=K1z49YaVBBbvBDWIBxStNG90AzBtZC5xaD15DqZcN8Q&type=album,4,309,255,2021-10-31,2021-10-31 16:31:00,Sunday
218,Пост от подписчицы.  Художница / Наталья Сюзева Серия акварелей в круглых рамах навеяна маленькими вещицами; которые я с любовью собираю много лет. Чашки; птички; балерины; мишки; ключи и многие другие старинные предметы соединяются вместе; чтобы рассказать свои полные воспоминаний истории.,https://sun1-97.userapi.com/impg/_rLCuEVjwmCGi540K9DRQuELyUO18tOtm9qw7Q/3pqHypVHpmI.jpg?size=1080x1350&quality=96&sign=39995d6ae7987d1019da903a26cfde92&c_uniq_tag=RZJugfwlnvJzfALpXE6EkZSj3UpoTtgDLnBmT26yVuE&type=album,2,124,17,2021-10-31,2021-10-31 14:31:01,Sunday
219,Сказочные иллюстрации Энни Стегг Джерард. Девушка работает маслом и в графике. Живет с мужем тоже художником в Северной Грузии со своей собакой и двумя кошками.,https://sun1-91.userapi.com/impg/96uPbWhlp-_SCgP_ibROVxvWMv-iHvZGy4FdTA/ZVWdvnK1u9Q.jpg?size=1000x1273&quality=96&sign=80cd6d28367385c7e1dce891524bd230&c_uniq_tag=7aai479z1XbHl05K60eqO-RX5Tgdq1TjAC7cyAJW9BI&type=album,7,227,35,2021-10-31,2021-10-31 14:23:00,Sunday
220,Пост от подписчика.  Художник / Сергей Зиновкин ( в сети sergeyzinovkin) Работы на инктобер.,https://sun1-54.userapi.com/impg/Ko32JkXya0BFGvcjwnxH-fDAN28eav4Ng0lyKQ/mn6FJetZeZI.jpg?size=2160x2160&quality=96&sign=653e2a479f2539e87243b894cd239d1a&c_uniq_tag=46oH9me0jV782_8vReIfKqoD9XhhU_C8KOAohxoqzhM&type=album,8,409,70,2021-10-31,2021-10-31 12:31:00,Sunday
221,Купола Римских соборов,https://sun1-28.userapi.com/impg/uMF_KMI-AeVTHg8cLBmVcsSw8SiEpnHmyw_JdQ/yxQ0fB-vs60.jpg?size=2300x1533&quality=96&sign=a307b92a2ccdfa921b2a158fd62d74cd&c_uniq_tag=XljHWfhfaVTpLZTjFpIOL-EZa3fwcBZSTfhWVr7BJQ4&type=album,4,520,90,2021-10-31,2021-10-31 10:31:00,Sunday
222,Молодой художник Пётр Яблонски из Польши и его мрачные и таинственные картины.,https://sun1-95.userapi.com/impg/tuNGBCjKfyuGCxPrhn5Xw-fMd1-P80XK9ofK3g/_EqUS30z9Kg.jpg?size=1920x1009&quality=96&sign=1dd9e30c95556a79bd3ae6005f3283f4&c_uniq_tag=c-ucgg8IFGg1_8ZykSVf7XL5_gw1gLn-g8k-Zlg8fdg&type=album,39,1303,440,2021-10-30,2021-10-30 22:23:00,Saturday
223,Художник / Коробков Денис «Тень от лампочки»,https://sun1-88.userapi.com/impg/YhFErLESyyztTj-8hM2dD2LNHDTMQoDTbCmetw/11Z2C8oWvB8.jpg?size=2348x2340&quality=95&sign=bd77fbbf3b6fa99cef5fa7da1a52c22a&c_uniq_tag=GrXAfEljDhoOmxjzYpYAXGQkad0qNsRwBvoNqp3pHvA&type=album,13,714,56,2021-10-30,2021-10-30 20:31:00,Saturday
224,"Художник / Кирилл Богатов ""Песчаный карьер"" (этюд) 22×38.; х.м.; 2021г.",https://sun1-87.userapi.com/impg/gcmPr_OUOhBi15Iu9_Uwl4exxivNbgGrA9z5HQ/mRrqQ5qx2Jo.jpg?size=1655x902&quality=96&sign=6ac416f04298ecba75f1332a01379114&c_uniq_tag=UPPXvqL4-AFSP3onW-jyKGqtm3gzSr8YWavzDAyt08w&type=album,7,329,17,2021-10-30,2021-10-30 18:31:00,Saturday
225,Тыквы на работах Дэвида Чейфеца.,https://sun1-87.userapi.com/impg/lYJ9icrA8eBMCA9EVHGNtIqWxEGWFqppEse_fg/1SfBaG8QcQc.jpg?size=563x706&quality=96&sign=7d3762cf0493b5581eda7787c0c4c8be&c_uniq_tag=Uf-fxim-ow1WodiSF6rgYe8nOBHe6xRSWImXwMuw_ko&type=album,5,619,124,2021-10-30,2021-10-30 16:18:00,Saturday
226,Бытовые наброски с рыбами американского художника Джеффри Т. Ларсона.,https://sun1-47.userapi.com/impg/4TYYb5dtho6F76Y4Y9WEhn7vRifDXa553fELeg/PHiM3P98cos.jpg?size=564x746&quality=96&sign=a7397bf79f522772376fcec0b653b3f7&c_uniq_tag=8bIltHlps3h9NBVgUKCF4iuFnxNnZ1Nk5AbQlhmOrOM&type=album,14,527,101,2021-10-30,2021-10-30 14:23:00,Saturday
227,Пост от подписчицы.  Художница / Ольга Петрова «Голодные игры» Масло; холст; 50 х 40 см; 2021,https://sun1-93.userapi.com/impg/qYIqKhCA9Qj4EDr_tVCnBekM-MiaEPnmaeZISw/b95jDh7tUP4.jpg?size=1540x1919&quality=96&sign=6a6abd17bf85565b2a192280c9cb00d5&c_uniq_tag=tlMfblte8L9hMjMX3vTgF0kP2fRnG5_Ie0Kc4RvqXr4&type=album,6,484,37,2021-10-30,2021-10-30 10:23:00,Saturday
228,Потрясающие фэнтези иллюстрации художника Huang Fan из Бостона.,https://sun1-47.userapi.com/impg/mx3Snp6L2BtMKcaEnwsnYVCCz2NOpSxrVJ0JNQ/Aq2rSV8iRKs.jpg?size=1920x1080&quality=96&sign=22c2a4bc6e6dd4f5cb5a06fce60da8e8&c_uniq_tag=-WN_UtemFiy1C0t-USc9T1Zlu9wBiDDp9V-6BnPShLM&type=album,7,533,95,2021-10-29,2021-10-29 22:23:00,Friday
229,Цифровое творчество китайского мастера с ником Liu Xiao. Художник работает в программе фотошоп.,https://sun1-99.userapi.com/impg/WYYjv-LKtQvJn4V9GOZzhNpWnXuHufmICOQyTw/v4y4vOkp7C8.jpg?size=1732x2160&quality=96&sign=f06b3eba10554cad1486fbbe139da8fd&c_uniq_tag=7hAnGgYlO7EN9hKjMsTPuFSedwH_yK5Wd-2cCHccYn0&type=album,9,544,106,2021-10-29,2021-10-29 20:23:00,Friday
230,Фильм на вечер. Маленький Будда (1993) Бертолуччи не просто показал нам жизнь Сиддхарты и историю маленького мальчика; ставшего одним из воплощений великого Будды; но погрузил нас в красочный мир Дальнего Востока; в его историю. Смотреть стоит; потому что в нем все кадры с Киано Ривзом как картины.,https://sun1-18.userapi.com/impg/1vE4mzlEmiAswbUlqqtPvD5vOoDR9nIn7m-C9w/bK7CbNQVKDE.jpg?size=563x855&quality=96&sign=b1a4fe3cef1caa778c29b439ca8eb8f0&c_uniq_tag=V4MIipDTXohlt2Aq1UB9CVL7VLHETcYyYqZezAXYXmY&type=album,39,1813,1604,2021-10-29,2021-10-29 18:31:00,Friday
231,Портретные фотографии Даниэля Муртага как картины.,https://sun1-21.userapi.com/impg/rFUin9N6kls9nAia5f7_Zoo5vmFAPXz4NnVmdw/jyu8DPByGxU.jpg?size=640x800&quality=96&sign=e4b8b1158845153f1c0fb8d24d6d9a70&c_uniq_tag=mAaZCCBrcT5yDeZqm8LHw3DDoxi91GcvUTM2Hm2qbaQ&type=album,23,1773,380,2021-10-29,2021-10-29 16:23:00,Friday
232,19в Французская школа. Предположительно автор Рашель Рюйш.,https://sun1-18.userapi.com/impg/ry9HWNTRFoOA4Mj8zRhGOLLbqrahrL5H7kxHVw/aciJ6TDQH8Y.jpg?size=1586x1258&quality=96&sign=e10555b3a43b1e14b9ffeb48b81a554e&c_uniq_tag=GJaqp9vmGbdnPSACRFzbgl97yQiWXikm3OqiujrrV8g&type=album,15,881,185,2021-10-29,2021-10-29 14:31:00,Friday
233,Рыбные этюды британского художника Джулиана Мерроу-Смита.,https://sun1-56.userapi.com/impg/BdPsIK4V2KYEpIWjCiyfgsWZ75eWJYr-McWUiA/gHbpA4V0WvQ.jpg?size=1500x1096&quality=96&sign=b0cf27a726c7f0cb7cc16f59991c1f08&c_uniq_tag=aFqsqRZr4DaEutwlLVspqoFVH1R1mG3K5-Ay05Yu08M&type=album,5,269,58,2021-10-29,2021-10-29 14:23:00,Friday
234,Джеффри Т. Ларсон родился в 1962 году в Миннесоте и прошел обучение по образцу старых мастеров в престижной студии / школе Atelier Lack; традиции и методы обучения которой уходят корнями в прошлое. импрессионизм и французские академии XIX века.,https://sun1-20.userapi.com/impg/GywMlOgRlyG4HYC2qdx0neLrQ8GkQm2neLn5WA/SBihhMMtwbA.jpg?size=600x501&quality=96&sign=9926e526e3a373d22dbaae0fbb6a388d&c_uniq_tag=RMrQ093CaHpyy03m6NC1bRYrwHAyDoTKq5G3_dt-UuY&type=album,8,420,77,2021-10-29,2021-10-29 10:23:00,Friday
235,Городские зарисовки художника с ником DannyLaiLai из Китая.,https://sun1-27.userapi.com/impg/D5RBoRd7TFjOCMtH3OujWXWBDsagWU3UmTX6CQ/g-8YW3_RIng.jpg?size=1920x1920&quality=96&sign=2fcfa784517999d43a1c0bbe7464c13e&c_uniq_tag=lH20NWQvHdfGB8QN8YHMmFjTjmXWLb9LKEq4rkR6j60&type=album,13,1117,217,2021-10-28,2021-10-28 22:31:00,Thursday
236,Автопортреты и лучший друг. Художник / Аарон Вестерберг,https://sun1-99.userapi.com/impg/yoZaESTACk5bPUJnJ8_qUzU2GoXNUWgJi2a9xA/MwnsloAUN-I.jpg?size=960x1200&quality=96&sign=bfc33e3a382ce0d98661ad89855ec0b2&c_uniq_tag=7HmLRQIvUF7c7gP6CWDHrSnvICxR2iOarut750zvZxA&type=album,4,427,44,2021-10-28,2021-10-28 20:23:00,Thursday
237,Нежные работы художника Yizheng Ke из Шанхая.,https://sun1-13.userapi.com/impg/Nohdu77T4gzVI07MQ-xCnCiU1ka6FymaDy--sg/OjIZiBGtUN8.jpg?size=1286x1500&quality=96&sign=1af569e4e2e35c707cad7723f9e71a2a&c_uniq_tag=OTkSLO0w7_GFA6Zgay8rcNud0Y87N2LITkzy5Uh5Iwo&type=album,10,1131,179,2021-10-28,2021-10-28 18:31:00,Thursday
238,«Цвет - это врожденный дар; но оценка ценности - это всего лишь тренировка глаз; которую должен приобрести каждый.» Художник / Джон Сингер Сарджент,https://sun1-54.userapi.com/impg/1P8fCYpOLB5our67ISedZjc15AidykZyPh3qCg/mO2WtS8L_8g.jpg?size=1813x2048&quality=96&sign=ca2662a845434a9f3bbde231d0a1582a&c_uniq_tag=FlnMeZUn_ioLWzI7zdUEdfW_z47GjdlTjZcu7FOj8Vg&type=album,1,288,61,2021-10-28,2021-10-28 18:23:00,Thursday
