,text,link,comments,likes,reposts,date,time,day_week
156,Росс Бакленд родился в 1958 году в Канаде. В детстве он много путешествовал по стране из-за работы отца; был в конном лагере и часто проводил каникулы на природе у бабушки и дедушки. Эти детские впечатления установили вектор развития Росса как художника.,https://sun1-14.userapi.com/impg/DgcqR1uGLSYSZs3lmslZIzpaC3WcdJRQkgHOig/EFcQ3fi99Jo.jpg?size=640x517&quality=96&sign=9f3330d3eef902a90ed86f422df012ac&c_uniq_tag=2kKn164eGTaPxMkEIgXUuWVvAD_mI5kBEjuyO5STHWw&type=album,0,222,13,2021-11-08,2021-11-08 18:07:00,Monday
157,Подборка милых ретро фотографий с наряженными в одежды котиками.,https://sun1-20.userapi.com/impg/a90b3WEAkplVlxMD6H_hYaCDKIOmUYXNX2jDlg/O0ccJ5aYlOc.jpg?size=564x896&quality=96&sign=434324b19374583799cf0d01301cc58a&c_uniq_tag=wM9FSMsb_KnlrnCeuaRl8M7a_C5G4gpjda7TKF2gcvc&type=album,13,1108,898,2021-11-08,2021-11-08 16:31:00,Monday
158,Леопольд Шмутцлер (1864-1940) был немецким художником чешского происхождения. Специализировался на портретах; полуэротических женских фигурах и жанровых сценах в стиле рококо. Его отец был трактирщиком; который дал сыну первые уроки рисования.,https://sun1-27.userapi.com/impg/UNUKEP7bjXxa_R0y30H1inAYDmka7vVsdc0cgQ/wBpgdVfOLZQ.jpg?size=1686x2160&quality=96&sign=3cafef7f04e49850a2ea77261005c381&c_uniq_tag=Uu3SCg3sdgVqV5grxUxTEaid42ibMNXjGvreqL8QXdg&type=album,0,340,89,2021-11-08,2021-11-08 16:07:00,Monday
159,Этюд пантеры от Джона Куо. Художник работает в Лос-Анджелес; США. Работал над Battlefield 1 и Battlefield 4.,https://sun1-19.userapi.com/impg/gjiHIxR_VFQGWqNdTkUygiMr3I_FxdR99B5zLA/AP8hxJw-zec.jpg?size=1333x1484&quality=96&sign=8b41ef177f0894d70224c3b5779c4531&c_uniq_tag=9PoL1yHSVITXFi86pEeq1JXfp3ep34zUuGc-NDNBvZY&type=album,3,981,101,2021-11-08,2021-11-08 14:07:00,Monday
160,Немецкий художник Фердинанд Кнаб (1834-1902) Работал над художественным убранством дворцов герцога Карла Теодора Баварского. В 1870 году ему было поручено оформление «Волшебной флейты» Моцарта в придворной опере.,https://sun1-25.userapi.com/impg/yA5FiYYDz1wMa1BQ3Vp2cj-am9RjZAxy3QKu1g/I88Ytk8Ip0A.jpg?size=1730x2160&quality=96&sign=1479f62071010ea025208d921c0b63e3&c_uniq_tag=B64Iba6_1O2G9qAdNUYUXhPX7SCjzKTwYQXdxXBPEG8&type=album,2,308,72,2021-11-08,2021-11-08 12:07:00,Monday
161,Хулио Рейес (1982) современный американский художник. Рейес родился в Голливуде и в молодости был спортсменом; но всегда имел тягу к искусству. Он избегает резких цветовых смесей; что частично связано с его дальтонизмом. Недавно он переехал в Техас с художницей и женой Кэндис Боханнон.,https://sun1-87.userapi.com/impg/cdF5BYcS7iy4BIjEBjMYtpquMwBAkfPkYq3HGw/ugb2NAl8xQk.jpg?size=1080x1080&quality=96&sign=5abb1b5103899cfea53ec868d07b73b4&c_uniq_tag=wMCg5EyPQ8k2OkpxAWwbrTwJtejA1mHFk5IJGlrdNNc&type=album,7,545,100,2021-11-08,2021-11-08 10:07:00,Monday
162,"Пост от подписчицы.  Художница / Анастасия Нестерова ""Повелитель бетона"" 183х118 см холст; масло 2021 г.",https://sun1-19.userapi.com/impg/wJic84hZGwa5Wnevwt4XTMDGYbp3zjMno2g46w/lD9tGZMnR64.jpg?size=1031x1600&quality=96&sign=fa6dd2cfa274e3ac4c132a9ff42931f3&c_uniq_tag=TlB8cTuMzbh9Vh2cW5ndSPXUmqcM6MPQngHFdJjJOlc&type=album,20,360,37,2021-11-07,2021-11-07 20:16:00,Sunday
163,Кайл Ползин родился 16 января 1974 года. Он вырос в Южном Техасе и развивал свои художественные способности в раннем возрасте под руководством отца. Выросший вокруг лошадей и побережья Мексиканского залива; Кайл начал ценить красоту и наследие своего техасского окружения; что отражено в его искусстве.,https://sun1-28.userapi.com/impg/783j2SWJd_wagquZdOtbz596QouOeLC-J2X56g/rNy5cHjfESc.jpg?size=640x640&quality=96&sign=b4b5964147764457e3151b181d27a4f1&c_uniq_tag=Y9pw5H-gfP4hjo-pNvhIlhrlN9rY6Jity69Azp4raqw&type=album,0,140,24,2021-11-07,2021-11-07 18:07:00,Sunday
164,Франсин Ван Хов (1942) - современная французская художница; училась в Париже и получила степень изящных искусств с квалификацией для преподавания в средних школах. Она известна своими картинами отдыхающих молодых женщин. Сейчас у нее выполнено более 400 картин.,https://sun1-13.userapi.com/impg/DfXY4xfhlKlmoaw2Mu1iTNNGbqaOair9qJ0wnw/u7SlHzO6Lzg.jpg?size=1000x1000&quality=96&sign=261348d01b97c1c5a57130a75c58d41a&c_uniq_tag=I6ZkglQqAA8D2tmxUPWuzwFTG4LBL5SZQVix0YOodDA&type=album,10,257,45,2021-11-07,2021-11-07 16:07:00,Sunday
165,Ли Луфкин Каула (1865 - 1957) американская художница; жена не менее известного художника Уильяма Юриана Каулы. Она довольно успешно выставлялась при жизни; в том числе в Салоне Societe Nationale des Beaux-Arts в Париже и на важных площадках по всей территории Соединенных Штатов. Каула была членом Гильдии Бостонских художников; Бостонского общества художников-акварелистов и Национального общества женщин-художников Нью-Йорка.,https://sun1-89.userapi.com/impg/IszWXC4DkYSLViq6EAaGEmijIZERWR3c0J910g/h24sXv73Yok.jpg?size=795x1280&quality=96&sign=cef56637282a3d3da2b86d9555d58af0&c_uniq_tag=MqQSS8QfIcoCvEgt7kqaDh206sghmt2rKLdAwi4qiBc&type=album,3,214,38,2021-11-07,2021-11-07 14:07:00,Sunday
166,Изображая быт счастливой страны; населенной спортивными; атлетическими людьми; Александр Дейнека (1899-1969) ввел в искусство новаторские методы и нашел динамичные ракурсы в передаче образов строителей социалистического будущего. Но его искусство нельзя назвать целомудренным; потому что на большинстве полотен обнаженные пышущие здоровьем люди. Осенью 2015 года полотно Александра Дайнеки «За занавеской» ушло с молотка на лондонском аукционе MacDougall's за 2 миллиона 248 тысяч фунтов; а это почти 3;5 миллиона долларов. Это событие произвело фурор в мире искусства; так как ее цена была самой высокой; когда-либо уплаченной за картину известного живописца соцреализма.,https://sun1-17.userapi.com/impg/jrahAi051cPP4B7Qf2BHHUlOUKYhTQO1oUGaIQ/uAmbucMX1RE.jpg?size=1582x800&quality=96&sign=8d2f241d41d2ffef71d353b56da9d69c&c_uniq_tag=b1FAY4VTO8l0mQdqtJx9cop3lzljw9syatbG7emv4-c&type=album,15,638,171,2021-11-07,2021-11-07 12:07:00,Sunday
167,Подсмотреть процесс работы художника бесценно. Художник / Росс Бакленд,https://sun1-22.userapi.com/impg/j_USfz44rN0L_clFSL-Q-FCCwMn5CgsdIQnNqg/N8y9n7mV7zw.jpg?size=640x800&quality=96&sign=6ac048a2b7f52b0099c5b561c79709ca&c_uniq_tag=7AhLB5CyZCz7R0Twb8xSmXCKCNen8OFhvfyE_jEAtc8&type=album,7,586,116,2021-11-07,2021-11-07 10:16:00,Sunday
168,Работы Михала Лукасевича (Michal Lukasiewicz) тем интересны; что поразительно напоминают обработанные фотографии или принты; но это живопись акрилом по доске или холсту.,https://sun1-57.userapi.com/impg/e1ByIBDp3ertzEnvJ69iSrxesvDcsZPB7rut8A/N8DYzXHkqJ0.jpg?size=1288x945&quality=96&sign=aa795b872897f76abbc36ed383e4e8f7&c_uniq_tag=_lp0XQUidwgGxklH23a1SD0A4ZWGRqfKTB16L6qlx00&type=album,3,386,77,2021-11-06,2021-11-06 22:07:00,Saturday
169,Джастин Вуд (год рождения 1982) - художник из штата Пенсильвания; интересующийся традиционными техниками и жанрами.  Учился в Сиракузском университете; где изучал иллюстрацию у уважаемых мастеров Мюррея Тинклемана и Джона Томпсона. После завершения учебы Джастин стал преподавателем рисунка и живописи в Гранд Сентрал Академии.,https://sun1-17.userapi.com/impg/DFm1gIFUF-TX_NWIF-gc8wzb_VqbjN-_4xj2iw/35cK6etJrRM.jpg?size=828x653&quality=96&sign=ed03618bfb56eb231baf4eb3ccd4bd92&c_uniq_tag=E7NhDI4AwPsUuDjQ0l0zAOOMOXHohxiMADoK1uPsvj0&type=album,5,696,145,2021-11-06,2021-11-06 20:07:00,Saturday
170,«Пора русскому образованному человеку узнать и полюбить Русь. Пора светским людям; скучающим без новых впечатлений; заинтересоваться высоким и значительным; которому они не сумели еще отвести должное место; что заменит серые будни веселою; красивою жизнью». Николай Рерих «Заморские гости». 1901 «И мы трудимся». Серия «Sancta». 1922 «Дозор» 1905,https://sun1-13.userapi.com/impg/C7aJoi_iKBRuxuJhL-MerXenqIZPwfQl6wuQQQ/lxUjm_v1CGw.jpg?size=2560x1803&quality=96&sign=d015d28bf50675091ab59ae679c1620f&c_uniq_tag=EQGgAsaFMES0BSAuFHEod9inQNwKoKeJyQIok9YSJsg&type=album,3,186,38,2021-11-06,2021-11-06 18:07:00,Saturday
171,Пост от подписчика.  Художник / Сергей Макруха Родился в 1979 году в г. Ставрополь; окончил Ставропольское краевое художественное училище. С 2009 года профессионально занимаюсь колористикой. Работы находятся в частных коллекциях России.,https://sun1-15.userapi.com/impg/_qdIPG56q17RrCgUSEKSRCUS_NY_HwKxrStykA/ULCCCy1C2FE.jpg?size=2560x1900&quality=96&sign=a904896e6fd3a5d69dd90df9622b12db&c_uniq_tag=ILV2ICpaGl5LequNhgbloGqSsqv05ilojbrpj5W1EDE&type=album,10,205,21,2021-11-06,2021-11-06 16:07:00,Saturday
172,Невероятно детализированные работы в скетчбуке Анжелики Гомес.,https://sun1-47.userapi.com/impg/jS-GtNyxyQWgBExY2Bw55iluvzBSHceDtHueSA/WK4J9UKcXh0.jpg?size=1080x1080&quality=96&sign=0becf4b34f5a75854544d15a0ad634eb&c_uniq_tag=IPfM8V5jp-fZXGqaf7xdv9THCX43luwf-7D4ff9aJTA&type=album,0,793,166,2021-11-06,2021-11-06 12:31:00,Saturday
173,"Пост от подписчика.  Художник / ""Прогон детства"" (х/м; 40х60; 2019-2021)",https://sun1-27.userapi.com/impg/dfb8Rk-FsMOm1CAVlOai4ZuWYLvvPdvnowGUPQ/WiPPBr9qh5A.jpg?size=2560x1691&quality=96&sign=f37a4a472ac78d55e8fc36b241e4fe90&c_uniq_tag=MM2YOgQeARmhBNVNQaMbSicuWtIdFibRcekZQ6ZeS9s&type=album,16,803,62,2021-11-06,2021-11-06 10:31:00,Saturday
174,Художница / Дженнифер Дженнари «Все думают; что у них лучшая собака (или кошка). И никто из них не ошибается»,https://sun1-85.userapi.com/impg/fqjg4MZDsak7vlcBD4TtN3LNADOI617DXt2jMA/q3S6-Gjv4DE.jpg?size=640x800&quality=96&sign=be3a6cbc680bdd4fe7154c7fede85855&c_uniq_tag=ApMAHVdLypQqgUuCAiasxrQr9BPq5zt0iKO6uUPeExE&type=album,5,781,165,2021-11-05,2021-11-05 22:31:00,Friday
175,Художник / Пpoзopoвcкий Кoнcтaнтин  Родился и живёт Воронеже. С апреля 2007 года — член «BeinArt international surreal art collective» (Международные коллектив сюрреалистического искусства Джона Бейнарта); в который входят такие художники; как Эрнст Фукс; Яцек Йерка; Х. Р. Гигер; Питер Грич; Сергей Апарин и т.д.,https://sun1-15.userapi.com/impg/nDhpHNXL4zkuBb-ud7zjbLmtW3Z3vsvmMe4H3Q/zooixOKJbDI.jpg?size=640x483&quality=96&sign=54304d88e12c7e5865c0a018207bba8d&c_uniq_tag=jlD4JkDcGn__SvASGakZ9OEavEc65RJzXsNTROPHuvs&type=album,3,90,17,2021-11-05,2021-11-05 20:07:00,Friday
176,Диллин Марш (1952 года рождения) работает в своей домашней студии. В течение 14 лет она была дизайнером и старшим дизайнером журнала The New Era Magazine в штате Юта. К 2008 году она проиллюстрировала 10 детских книг. Сейчас активно ведет соцсети и личный сайт.,https://sun1-91.userapi.com/impg/mPwjC8Rfr5xH2X1icPP6yDUySeQWp01dML17GA/LoqRnJKOK7Q.jpg?size=1080x1080&quality=96&sign=6f171954c448fb6b436e8cefc8a60e1a&c_uniq_tag=v6TFitG4cVVzyzaH0lFNkiV-oiEzrFFQcgBqspVliNk&type=album,0,266,62,2021-11-05,2021-11-05 18:45:00,Friday
177,С кредитной картой TINKOFF у вас будет до 120 дней без % на погашение других кредитов ⚡ Перевод задолженности без комиссии ⚡ Кредитный лимит до 700 000р Оформить карту 👉🏻 https://vk.tinkoff.ru/explosion,,0,2,0,2021-11-05,2021-11-05 17:45:00,Friday
178,,,5,47,17,2021-11-05,2021-11-05 17:18:43,Friday
179,Пост от подписчика.  Художник / Алексей Корабельников,https://sun1-19.userapi.com/impg/MLEoobd2kggB1yLPGfHhTPwUsHgB3GV18mZ85Q/pP2ABn2h2Dc.jpg?size=2560x2154&quality=96&sign=046373074156beaf60307d054707b1a2&c_uniq_tag=GAQbhzp4-8EGqEckhkV-2mjl34W2ET2lz9huf_VWrvM&type=album,24,678,110,2021-11-05,2021-11-05 16:31:01,Friday
180,Коллин Бэрри; современная художница из Нью-Йорка Картины Коллин сочетают в себе строгость и изысканность европейских мастеров с мощью современного искусства. На нее повлияли Микеланджело и Кэт Кольвиц; а также портреты Энди Уорхола. Среди ее натурщиков - члены семьи; друзья; коллеги-художники и двое ее детей. В настоящее время она является арт директором в Grand Central Atelier в Лонг-Айленд-Сити; Нью-Йорк.,https://sun1-90.userapi.com/impg/xnoyXmvMNygYLbYDd98vPjaH79KNAEuECzqITw/Ocwo2kSJPAI.jpg?size=1748x1295&quality=96&sign=ef00904d5eebccb2b1d4e3923552782f&c_uniq_tag=AIS0WTPwwDdMoW2VWAypUl7pkU50qxHBZHr0GOAdiKU&type=album,1,152,31,2021-11-05,2021-11-05 14:31:00,Friday
181,Этюд гуашью Гарета Джонса.,https://sun1-54.userapi.com/impg/iI8Yt0M4pCTYGp-D_V57m-u-tVfKtYDKDoT-3w/22QBhhtAsd8.jpg?size=1080x1040&quality=96&sign=d3ad7a9b6c7b1fd51e8b92c47e157210&c_uniq_tag=RR6ew_Dxb2ViKGAZIUnvCNPaxx5irlYwwphlK_z_cB0&type=album,42,4006,449,2021-11-05,2021-11-05 12:07:00,Friday
182,"Пост от подписчика.  Художник / Иван Малкин ""В Крыму"" (х/м; 40х60; 2019-2021)",https://sun1-86.userapi.com/impg/r7XIWcYmZOz2ic--xBSYS-CUylkWEWs68ROH8A/GagceNIuQuw.jpg?size=2560x1690&quality=96&sign=3d1e0f1a86d6a1cca9241e1a755058b3&c_uniq_tag=BY2Cg9m5g-lztRmf0EM6i5kgQwAbs1eN26XFbejJ_n4&type=album,28,1740,162,2021-11-05,2021-11-05 10:07:00,Friday
183,Французский художник-символист Гастон Бюссьер (1862-1929). Его работы так и пронизаны творчеством Шекспира и Вагнера.,https://sun1-17.userapi.com/impg/4roYacxg3APc1zQPvbu3zDVsfIwm7OT3w78mDA/rRfJbGQ-uHM.jpg?size=899x1125&quality=96&sign=3bcb856e5634b7e789a6668e3a5518a9&c_uniq_tag=_75GV35oza3UkjokJN5joo7LmH59njOksqN7OW-KgdY&type=album,5,761,169,2021-11-04,2021-11-04 22:07:00,Thursday
184,Ровно 20 лет назад вышел первый фильм киновселенной Гарри Поттера⚡,,10,187,36,2021-11-04,2021-11-04 22:02:58,Thursday
185,Ровно 20 лет назад состоялась премьера фильма «Гарри Поттер и философский камень»; подарившую миллионам зрителей потрясающий волшебный мир. Премьера в России состоялась чуть позже 21 марта; но стоит отметить; что у книг Роулинг осенне-зимнее настроение. Может поэтому многие любят пересматривать кинофраншизу под Новый год. В честь 20-летия выхода первой книги «Гарри Поттер» в Таиланде издательство Nanmeebooks выпустило юбилейную серию с новыми обложками от фриланс художника ARCH APOLAR.,https://sun1-87.userapi.com/impg/cn4v6h-xBbG-VywI9ApWQdaweLxDCJop_CVjWg/KtppdK_O9bM.jpg?size=2560x1772&quality=96&sign=3b54dbf413596bced392f26bfe6875db&c_uniq_tag=qVVE7GN1dEklKFGIjr6FK2seJYXcne_LaCl-vHO2IjU&type=album,9,647,392,2021-11-04,2021-11-04 19:59:11,Thursday
186,Пост от подписчицы.  Художница / Виктория Харченко В этой подборке детские портреты разных лет. На 5-и из них моя дочь Ева.,https://sun1-54.userapi.com/impg/Ey-3oA1a0UfyT31snP9A1YO2mtlCoY4I5wSyuQ/RFMlzOCbOqo.jpg?size=1600x1597&quality=96&sign=aaae1c3547c02283ec7ddec561f2a22b&c_uniq_tag=IbP6qlOnKjsaTuK38W5UGZjLX9h-41lWw7eY_K6pzRc&type=album,6,196,15,2021-11-04,2021-11-04 18:20:00,Thursday
187,Паучье чудо света. В лондонском Музее Альберта и Виктории на выставке; которая проходила с 25.02. — 5.05 2012 года; был представлен миру настоящий шедевр ткацкого мастерства и искусства. Дизайнеры Николас Годли и Саймон Пирс приехали в Мадагаскар и наняли 80 местных мастеров; чтобы те «доили» особых банановых пауков; плетущих «золотую» паутину. Спустя 8 лет собирания шелка; причем только от паучих; и почти 1 миллион пауков они получили самую редкую ткань в мире — золотой паучий шёлк; из которого сделали более чем за 4 года шаль. В его производстве участвовало около 80 человек. Мантия весит полтора килограмма; а для того чтобы получить 25 грамм необходимого шелка была необходима паутина около 23 тысяч паучих.  Это выглядит впечатляющее; особенно в наше время; где все стремятся сделать все быстро и без усилий.,https://sun1-47.userapi.com/impg/yo-3jISvwgb2817v8vjO7PBk5Mh5eLx74Sb1pg/1Cw6_7CGI7E.jpg?size=768x784&quality=96&sign=c7d2b63b1bda4fe512920425e2f1c3ef&c_uniq_tag=XEujh98ufIvQfl5T34FwjSjIBVrZnl3qnQRa6FqyvS8&type=album,50,1198,596,2021-11-04,2021-11-04 16:07:00,Thursday
188,Глаз хаски; как кусочек Аляски🐕,https://sun1-54.userapi.com/impg/nzo3ZL29aajITTEoWK0ns6RPNWOS2Z2Z5bawXw/86iVYMY4d2k.jpg?size=1000x563&quality=96&sign=f67d3ee368d05727ebebeda028c4d39e&c_uniq_tag=OcQ5BfvX685HdObsxGDXUeBhkkrPY5yDgDiotHdJAHA&type=album,7,369,72,2021-11-04,2021-11-04 14:07:00,Thursday
189,«Хорошо; я подожду» 16 x 16 дюймов; масло; 2015 г.  Художница / Линдси Кустуш Линдси отмечает; что обожает изумрудные глаза своего кота Хэнка.,https://sun1-91.userapi.com/impg/rBKuUOTVTZPrafHiS3fRp5bm5T-aljfFU63Agw/0tyvPe0YsTA.jpg?size=1080x1071&quality=96&sign=6ddf3df9cf89720e12e1a6a182b8ca03&c_uniq_tag=RJwpTyZxZtTzBQMc_qBfQz2iyofkVI6bgkvZrfj45uo&type=album,1,1011,175,2021-11-04,2021-11-04 12:07:00,Thursday
190,Пост от подписчицы.  Художница / Звягинцева Марина • «Мелатонин - 80%» ___________ 195х130 Холст; масло; биотипия - авторская техника 2021,https://sun1-96.userapi.com/impg/ryzL-xGenIoDx8OuCL6_j5Jye6o3kZ3unxYaWg/ZPRnhX39WVU.jpg?size=2160x2160&quality=96&sign=e6a624da18f89732c4148617b733841c&c_uniq_tag=7fnKfVwW1ZtlsAkztWGwGt1hcPRxSl9J-aRqWjHJhpM&type=album,8,139,11,2021-11-04,2021-11-04 10:03:00,Thursday
191,Питер Брейгель старший: «Я осязаю; и я чувствую себя неловко; поэтому я ударяю головой о кирпичную стену»; 1558 Картины Питера Брейгеля старшего «Стена» и фрагмент полотна «Фламандские пословицы»,https://sun1-56.userapi.com/impg/k3ry8KJQ92bD7-fODoWc92CABGfvmvUcBCyjYw/zR7bqyTYxpw.jpg?size=761x960&quality=96&sign=cfdbd14b0d8a8704c3252fbeb43bf428&c_uniq_tag=fadnCqZLuIjh8iGN5iRuTp6D8ZNbPX1Lt2k0BirKgQ0&type=album,5,249,61,2021-11-03,2021-11-03 23:07:00,Wednesday
192,Вечера на Истре. Художник / Поздеев Сергей,https://sun1-86.userapi.com/impg/c0wRiFzY_TFXaucZ0lm9ZU4-ap1bVYd5U1q0vA/42Ou55rzjHQ.jpg?size=693x700&quality=96&sign=79eb0fd807ef569808e63bea13d55b30&c_uniq_tag=0XWfZkl8KnUHzEL3nmIIGorzMQ0Q7Jk7OR4_kOGf8XU&type=album,3,737,93,2021-11-03,2021-11-03 21:07:00,Wednesday
193,Известный испанский художник Франсиско Прадилья. Его первой крупной картиной в студенческие годы была эта версия популярного повествования «Похищение сабинянок» (1874 г.); которая принесла ему стипендию для учебы в Испанской академии в Риме.,https://sun1-27.userapi.com/impg/qFaqitxJEi32-aUYBCKl0ZBHlzptygi06iQk-A/TKeoiRmJY1A.jpg?size=2560x1950&quality=96&sign=a9cb5120c21b17eaa32604f9db4009ea&c_uniq_tag=IYxC-YqSE1fvEN0lFflEEz30pHnLL7ly_Pr5Ck2nEQo&type=album,10,157,21,2021-11-03,2021-11-03 19:07:00,Wednesday
194,Чудесная мода начала ХХ-го века.,https://sun1-98.userapi.com/impg/rg8LmHTeqTOj6SWaXyhfEHySGHrVHun6jel4Ww/BL_GXkJgszk.jpg?size=750x936&quality=96&sign=38fcf6fe6632003d0c16611eeb198592&c_uniq_tag=K9CJc5BsI9HgIUfW3n1l0rJYYGMr4J4E77S6itKPbIk&type=album,27,888,45,2021-11-03,2021-11-03 16:07:00,Wednesday
195,Эстетика Хогвартса в британских частных школах.,https://sun1-22.userapi.com/impg/Wz95tNW0iepUekr5p6MzHKJooR7Sy1R0Ici9Kw/Mirpe2JqrYE.jpg?size=1200x1200&quality=96&sign=62eabb0effe9774f9fe95108095b4d12&c_uniq_tag=Ukq3Xjy-EqmmmWQ1l9-GhLC39m0-McjeKvzgnvoz36g&type=album,12,1352,445,2021-11-03,2021-11-03 14:07:00,Wednesday
196,Датский художник Ганс Андерсен Брендекильде (1857–1942) заметный представитель социального реализма. Брендекильде использовал формулу Бастьена-Лепажа для большинства своих картин: горизонт высокий; вид кажется широкоугольным; а детали на переднем плане тщательно продуманы. Две фигуры (чаще всего) образуют треугольник - классически сильную композиционную геометрию.,https://sun1-88.userapi.com/impg/bX1Ovqpg5JWStg0NEYdlgr9sLI0F2zhB1nVGaQ/cqiFPp3b_FQ.jpg?size=1588x1312&quality=96&sign=7912ced77d18cdb91f511dea795d4f32&c_uniq_tag=aDch68CTia0JpF_p8EPvVnikZEaQiKWVl8GDtuWm7w8&type=album,7,337,86,2021-11-03,2021-11-03 13:07:00,Wednesday
197,Так вот что делает тот самый сосед. Картина из 20 000+ шурупов.  Художник / Брюс Маккли,https://sun1-85.userapi.com/impg/mEBNn3_FH3vsRW15kRFN7r4pC18XWFA6Bvqy4Q/ZlJTSlcd1bM.jpg?size=1600x2133&quality=96&sign=d25ff69547e14c5f15ae776ef6dbf1da&c_uniq_tag=ZBj6o4TeBDhk_c21AjFwQzn9NEZLG1ICJD-B9Ql3w3Q&type=album,26,1191,480,2021-11-03,2021-11-03 12:07:00,Wednesday
198,Японский скульптор Шинри Тэдзука делает удивительно реалистичные леденцы на палочке. В 2013 году он основал «Asakusa Amezaiku Amesin»; кондитерскую мастерскую в Асакусе; Токио. В настоящее время у него девять учеников.,https://sun1-14.userapi.com/impg/tYLBUWs748A6CjosjfdIMonVl1TaZGckCaN70Q/YE_wIasWmGA.jpg?size=1080x1080&quality=96&sign=d6863ea0ba95c150c282a3ba2e7ce705&c_uniq_tag=uG_cG4BaILzNf4o28x4FQrWsz7VyBCm7Y1emJ4TEr48&type=album,24,968,393,2021-11-02,2021-11-02 22:31:00,Tuesday
199,Скульптор Филип Джексон. «Если меня просят описать; как я создаю свои работы; то я отвечаю; что оглядываюсь на прошлую эпоху и передаю ее в импрессионистической; но современной манере».,https://sun1-16.userapi.com/impg/cUJHrd2NGnG7Tsmt-rxvUhkynCIoulQnLQ6Ajw/g-ngfiB6GGE.jpg?size=1024x1568&quality=96&sign=beb72489a26ba0a633b787de2c766f6b&c_uniq_tag=-3oxsRDfC3JwcWwFfuyInnbDW63RFHupqFMgqthlOqw&type=album,14,666,147,2021-11-02,2021-11-02 20:07:00,Tuesday
200,Великолепие ледяных узоров.,https://sun1-97.userapi.com/impg/CYdm6wTZylxC-M8fHwU-2MIBg483bYV9BgH1tA/qplh1U0qfPI.jpg?size=1178x1500&quality=96&sign=247780d05ea933b299f5847dc42ef9d3&c_uniq_tag=TbtIAOmKClAdJ2Drh9NefItel5IiaSq50mmiCCZMXkw&type=album,5,728,185,2021-11-02,2021-11-02 18:07:00,Tuesday
201,Мастер гор и его Гималаи. Величественные пейзажи Николая Рериха.,https://sun1-21.userapi.com/impg/Un0oilX6CjuyGZV1Fk-VJI9_lzuteR7Ved-tHA/pDoMyHNqXgg.jpg?size=1280x954&quality=96&sign=c15c07cbf234197a9092edbd1ee9b7c3&c_uniq_tag=uYc3zvJt8ckc7-ALwbfRKCpmXFq03YKndEDzSwM3i0Q&type=album,18,2179,541,2021-11-02,2021-11-02 16:07:00,Tuesday
202,Морские существа в работах Джона Бросио.,https://sun1-96.userapi.com/impg/YH3VxFiI-PlMl4tjqoPzlq7ALkTSVMG1YjusRg/9PhwUb2Trys.jpg?size=2000x2017&quality=96&sign=d3a5424f2297dd9120fb8dcf02b54cc0&c_uniq_tag=HOeGRDNidE4xVT_mYseMnM3pSjx3zha4Jc1323UknbA&type=album,1,301,44,2021-11-02,2021-11-02 14:07:00,Tuesday
203,Подборка луковых этюдов Дуэйн Кейзер.,https://sun1-98.userapi.com/impg/3af68dQQUfsSEDocI-9_Z9Cti3TJJpXJtbYgug/jvl0fJo3XD4.jpg?size=648x567&quality=96&sign=180afd09e0aad419579a54e5fbe7fc54&c_uniq_tag=2pWUdcmMNKpMgpPc55x7x9hwgP7png7EcO6-dqmudfo&type=album,27,2671,666,2021-11-02,2021-11-02 12:07:00,Tuesday
204,Этюды турецкого художника Бюлента Булдука.,https://sun1-29.userapi.com/impg/-rCDsaZR1gHjnH4kf7h6Wym3UIuckVQ6l1pY3g/XN9qdOlR5E4.jpg?size=876x1080&quality=96&sign=65aa15c2b275de7f445ebad6dcb8b788&c_uniq_tag=WMke_YiwnpMDavGYT4unHbh2DLExBDgiYSDAUHy96aU&type=album,12,1036,210,2021-11-01,2021-11-01 22:07:00,Monday
205,Пост от подписчика.  Художник / Иван Малкин,https://sun1-86.userapi.com/impg/_4vCDCuOiDf6St_f4yFZrVJI7UFzFTtwrNtARQ/_PWBH4PSPEE.jpg?size=2560x2044&quality=96&sign=05f079be98dbfc8d72162cf79d4e8e0d&c_uniq_tag=oyWMGY-4sSs-xbqywICFtH1KvxjA16DH3Ro-Rn7tQOE&type=album,29,646,90,2021-11-01,2021-11-01 20:31:00,Monday
206,,,6,76,14,2021-11-01,2021-11-01 20:12:51,Monday
207,С кредитной картой TINKOFF у вас будет до 120 дней без % на погашение других кредитов ⚡ Перевод задолженности без комиссии ⚡ Кредитный лимит до 700 000р Оформить карту 👉🏻 https://vk.tinkoff.ru/explosion,,1,3,0,2021-11-01,2021-11-01 18:55:00,Monday
208,Необычайно величественный и живописный Сулакский каньон.,https://sun1-27.userapi.com/impg/vI21q_vziKYCxJjXlAG4bIkDn4kjWMJpRsOU3g/EhhQZLk2R1o.jpg?size=1080x1350&quality=96&sign=7b6c3e633ad271d2c4e6ac38404266c9&c_uniq_tag=kg_Mn6sBLwZh4DkXmJLNEIbmOPbE4_-2S5zGTNuAHFo&type=album,10,926,203,2021-11-01,2021-11-01 18:31:00,Monday
